59,3,4,0,12,0
279,0,58,4,83,0
652,0,41,2,423,40
992,0,0,11,471,136
196,0,0,0,70,149
159,0,0,0,40,26
8,4,0,0,18,0
473,0,0,0,123,46
216,6,23,0,39,0
438,0,0,0,55,8
1,0,0,0,60,0
239,0,0,0,15,73
77,0,9,0,0,0
501,0,16,0,41,0
165,186,8,0,1,0
251,0,0,0,34,212
203,0,0,2,73,10
32,0,1,0,58,2
201,0,14,0,2,0
206,0,20,0,9,0
201,181,14,0,3,0
49,0,3,0,1,0
101,0,14,0,11,0
506,0,0,0,54,39
286,8,27,0,52,-4
326,0,0,0,59,13
299,1,13,0,20,0
78,13,7,0,3,0
357,0,0,2,30,79
228,4,22,0,92,0
256,0,23,0,99,0
125,26,9,0,20,0
346,2,43,0,87,0
186,0,0,10,147,325
713,0,0,9,218,91
5,0,2,0,0,0
32,0,0,1,234,25
77,174,5,0,2,0
809,0,0,0,150,33
60,0,3,0,16,0
169,9,18,0,22,0
177,0,10,0,96,1
241,0,30,0,50,0
294,0,0,0,26,20
13,6,0,0,26,0
0,0,0,0,2,0
965,0,0,3,62,47
70,11,6,0,14,0
113,0,0,6,69,169
367,0,0,6,218,806
77,0,0,0,25,65
51,4,0,0,21,21
74,0,2,0,77,2
128,0,9,0,6,0
537,0,26,0,64,1
115,0,13,0,50,16
209,0,24,0,35,0
500,469,28,0,6,0
191,45,8,0,2,0
271,0,53,4,89,0
128,0,0,0,21,16
855,0,0,0,54,52
16,7,3,0,20,0
312,0,20,0,63,53
75,0,9,0,15,0
116,0,13,0,15,0
154,186,6,0,1,0
260,0,14,0,16,0
363,0,32,0,83,0
125,14,2,0,11,0
122,0,6,0,11,0
17,9,2,0,28,0
384,0,35,1,208,65
240,0,28,0,57,0
147,11,19,0,4,0
204,3,10,0,28,0
442,1,20,0,20,0
781,0,0,0,114,164
238,0,0,4,54,46
73,0,2,0,10,0
741,0,0,0,50,641
174,3,0,9,114,270
252,0,0,0,9,29
317,0,38,0,86,0
0,0,0,9,81,0
61,2,10,0,17,0
19,4,2,0,12,0
495,441,25,0,6,0
241,75,8,0,3,0
489,421,26,0,4,0
315,0,0,0,68,4
485,0,0,3,196,42
257,0,0,8,51,7
497,0,16,0,40,0
215,0,15,0,24,0
795,0,0,9,247,114
37,0,0,8,17,0
305,373,14,0,3,0
730,3,56,0,104,1
266,0,0,2,57,82
121,0,12,0,9,0
201,0,0,0,50,11
354,367,22,0,5,0
263,0,0,2,175,17
87,0,6,0,2,0
447,4,20,0,22,0
113,0,13,0,57,17
17,2,0,0,11,0
256,0,14,0,16,0
632,0,52,0,36,0
726,0,0,9,276,95
71,10,4,0,17,0
301,0,0,0,20,75
1418,0,0,0,87,284
160,0,46,0,19,0
19,8,1,0,135,0
171,0,0,0,8,35
427,1,57,0,36,0
778,0,0,9,209,110
500,0,0,13,225,534
224,4,50,0,21,0
267,3,6,0,16,0
161,1,5,0,23,0
440,11,52,0,38,0
75,14,5,0,18,0
412,0,0,0,60,119
9,3,4,0,18,0
72,0,2,0,9,0
357,0,0,3,189,805
14,17,1,0,11,0
212,0,15,0,22,0
988,9,81,0,117,0
210,0,24,0,35,0
866,0,0,0,199,25
175,0,12,0,5,0
153,0,14,0,5,0
161,0,0,0,13,47
831,0,0,0,166,187
348,0,31,0,54,0
22,11,2,0,18,0
263,0,0,0,26,24
6,0,0,0,2,0
215,180,15,0,2,0
237,0,0,0,69,9
590,0,0,0,73,73
60,0,3,0,0,0
248,0,28,0,37,0
291,153,15,0,1,0
282,1,24,0,15,0
860,0,0,0,128,77
224,0,0,6,136,490
862,0,0,0,206,33
67,0,0,6,143,219
18,1,1,0,2,0
